gu,rendnum,lon,lat,거치대수
노원구,1674,127.058083,37.653549,15
노원구,1675,127.05513,37.626942,14
노원구,1677,127.0905,37.623165,10
노원구,1678,127.064445,37.648438,15
노원구,1679,127.106667,37.64283,15
노원구,1680,127.108383,37.642654,10
노원구,1681,127.08226,37.645802,12
노원구,1682,127.077606,37.656799,13
노원구,1683,127.080887,37.650459,10
노원구,1684,127.07563,37.61832,20
노원구,1685,127.080482,37.64819,8
노원구,1686,127.058052,37.66114,10
노원구,1688,127.057297,37.665661,9
노원구,1689,127.057892,37.665249,10
노원구,1690,127.059311,37.65773,10
노원구,1691,127.065331,37.660709,10
노원구,1692,127.05056,37.646172,10
도봉구,1702,127.05056,37.646172,10
도봉구,1703,127.045197,37.68972,15
도봉구,1705,127.046516,37.669224,15
도봉구,1706,127.042671,37.665665,10
도봉구,1707,127.038513,37.654461,15
도봉구,1708,127.039848,37.65683,8
도봉구,1709,127.035347,37.650127,15
도봉구,1712,127.050201,37.654049,15
도봉구,1713,127.025879,37.647266,10
도봉구,1714,127.044609,37.64463,10
도봉구,1715,127.012787,37.653179,20
도봉구,1716,127.050728,37.654202,10
도봉구,1717,127.050102,37.655708,15
도봉구,1719,127.043991,37.673283,10
도봉구,1720,127.047981,37.668671,20
도봉구,1721,127.046997,37.653015,12
도봉구,1722,127.050049,37.657799,15
도봉구,1723,127.027718,37.662079,10
도봉구,1725,127.043312,37.647503,10
도봉구,1726,127.03521,37.658588,8
도봉구,1727,127.040764,37.678677,15
도봉구,1728,127.046242,37.677666,15
도봉구,1729,127.045792,37.68401,10
도봉구,1730,127.045502,37.687592,10
도봉구,1731,127.042557,37.6875,15
도봉구,1732,127.042999,37.667599,10
도봉구,1733,127.041939,37.662979,12
도봉구,1734,127.032669,37.65815,10
도봉구,1735,127.044983,37.679119,13
도봉구,1736,127.037064,37.652241,12
도봉구,1737,127.038834,37.639702,8
도봉구,1738,127.052742,37.646309,10
도봉구,1739,127.041176,37.638859,5
도봉구,1741,127.032982,37.645199,15
도봉구,1742,127.023018,37.648891,10
금천구,1804,126.888718,37.46653,10
금천구,1805,126.877769,37.482288,10
금천구,1806,126.878639,37.486214,10
금천구,1808,126.884941,37.473209,20
금천구,1809,126.885155,37.470779,10
금천구,1812,126.887299,37.479031,10
금천구,1814,126.894127,37.47422,8
금천구,1816,126.903831,37.446861,20
금천구,1819,126.895927,37.456478,10
금천구,1820,126.903358,37.44334,10
금천구,1821,126.902115,37.451458,10
금천구,1822,126.900909,37.452991,10
금천구,1823,126.89859,37.458912,20
금천구,1824,126.883728,37.46455,15
금천구,1825,126.891052,37.4547,10
금천구,1826,126.888344,37.456841,20
금천구,1827,126.893143,37.455849,20
금천구,1828,126.898888,37.475319,10
금천구,1829,126.897202,37.469139,10
금천구,1830,126.895073,37.47023,15
금천구,1831,126.897957,37.4725,10
금천구,1833,126.890282,37.466541,10
금천구,1834,126.879044,37.479084,15
금천구,1835,126.88443,37.47707,10
금천구,1836,126.908142,37.467403,7
금천구,1839,126.885185,37.477058,20
금천구,1840,126.888069,37.475101,20
금천구,1841,126.891869,37.476952,10
금천구,1842,126.90686,37.462574,15
금천구,1843,126.911133,37.477097,10
금천구,1845,126.892189,37.460289,15
금천구,1846,126.896042,37.460171,15
금천구,1847,126.8871,37.461033,10
금천구,1848,126.885391,37.476276,10
금천구,1849,126.88694,37.481354,10
금천구,1850,126.886368,37.48016,10
금천구,1851,126.881485,37.481232,10
금천구,1852,126.913399,37.451771,10
금천구,1853,126.895866,37.472481,10
금천구,1854,126.897408,37.47818,10
금천구,1855,126.897621,37.451321,10
금천구,1856,126.907372,37.478409,10
금천구,1857,126.887093,37.46056,15
금천구,1858,126.902687,37.437271,10
구로구,1901,126.87973,37.507332,10
구로구,1904,126.882874,37.51424,10
구로구,1906,126.890099,37.50972,20
구로구,1907,126.876259,37.489632,12
구로구,1908,126.872162,37.495285,10
구로구,1910,126.884377,37.497505,5
구로구,1911,126.901321,37.48494,10
구로구,1912,126.890663,37.4888,10
구로구,1913,126.892151,37.491032,10
구로구,1914,126.893921,37.494591,10
구로구,1916,126.889984,37.494141,10
구로구,1920,126.888298,37.504379,10
구로구,1924,126.895096,37.478741,10
구로구,1925,126.867699,37.499889,20
구로구,1928,126.868401,37.49947,10
구로구,1929,126.85276,37.505135,10
구로구,1930,126.853729,37.497684,7
구로구,1931,126.858253,37.494995,10
구로구,1933,126.84687,37.501583,10
구로구,1936,126.859215,37.494282,10
구로구,1937,126.852013,37.486061,15
구로구,1941,126.844055,37.493938,10
구로구,1943,126.824524,37.49279,10
구로구,1946,126.880386,37.503117,10
구로구,1951,126.8395,37.480289,20
구로구,1952,126.845726,37.482105,15
구로구,1953,126.839211,37.486385,20
구로구,1955,126.901039,37.482883,10
구로구,1956,126.88205,37.51001,10
구로구,1957,126.874329,37.493401,15
구로구,1958,126.890121,37.495781,10
구로구,1959,126.889587,37.496456,10
구로구,1960,126.889481,37.50285,10
구로구,1961,126.891304,37.508194,15
구로구,1962,126.892799,37.481602,15
구로구,1964,126.864502,37.49789,10
구로구,1965,126.859192,37.497231,15
구로구,1966,126.863098,37.496498,10
구로구,1967,126.844337,37.505138,10
구로구,1968,126.847504,37.498482,12
구로구,1969,126.828964,37.501904,10
구로구,1971,126.826393,37.490723,10
구로구,1973,126.836494,37.488598,10
구로구,1974,126.882538,37.50518,10
구로구,1975,126.894737,37.49258,10
구로구,1976,126.886703,37.48568,10
구로구,1977,126.838821,37.48621,15
구로구,1979,126.873772,37.492031,10
구로구,1981,126.842697,37.479431,10
구로구,1983,126.883881,37.502548,10
구로구,1984,126.888474,37.495266,10
구로구,1985,126.891991,37.498516,20
구로구,1986,126.895187,37.484859,15
구로구,1987,126.860931,37.490341,15
구로구,1988,126.860786,37.50605,20
구로구,1991,126.844963,37.496761,10
구로구,1992,126.83242,37.491798,19
구로구,1993,126.834198,37.48938,10
구로구,1994,126.87178,37.496998,10
구로구,1996,126.87101,37.495399,20
구로구,1998,126.871521,37.498569,8
동작구,2002,126.952072,37.512959,20
동작구,2003,126.948059,37.513359,10
동작구,2007,126.934242,37.512939,20
동작구,2008,126.92807,37.509369,10
동작구,2009,126.921082,37.500076,10
동작구,2012,126.906227,37.488361,10
동작구,2013,126.939362,37.505852,30
동작구,2015,126.929565,37.499855,10
동작구,2016,126.927094,37.499645,10
동작구,2020,126.938988,37.504498,10
동작구,2024,126.948204,37.502178,10
동작구,2025,126.963615,37.50938,15
동작구,2026,126.963249,37.509056,10
동작구,2027,126.959152,37.507042,15
동작구,2028,126.971428,37.48447,10
동작구,2032,126.981621,37.485508,10
동작구,2033,126.981583,37.481491,10
동작구,2034,126.980576,37.476891,20
동작구,2036,126.982391,37.494705,20
동작구,2037,126.97715,37.503189,20
동작구,2038,126.976089,37.503181,10
동작구,2040,126.969078,37.506359,10
동작구,2041,126.968048,37.486835,10
동작구,2048,126.974213,37.488453,10
동작구,2050,126.939972,37.513248,10
동작구,2054,126.944847,37.510548,10
동작구,2056,126.916527,37.494499,10
동작구,2057,126.94175,37.500881,10
동작구,2058,126.943527,37.513523,10
동작구,2059,126.917793,37.497078,10
동작구,2060,126.97155,37.484631,10
동작구,2061,126.969231,37.505928,10
동작구,2062,126.967842,37.486652,10
동작구,2063,126.926613,37.512901,15
동작구,2064,126.966179,37.505356,10
동작구,2065,126.927086,37.51199,15
동작구,2066,126.907112,37.489399,10
동작구,2067,126.919868,37.497669,10
동작구,2068,126.966476,37.488159,12
동작구,2069,126.953682,37.496601,7
동작구,2070,126.943069,37.51392,12
관악구,2102,126.926392,37.48423,20
관악구,2103,126.919273,37.489178,10
관악구,2104,126.981331,37.476089,13
관악구,2105,126.914604,37.480251,12
관악구,2106,126.918404,37.473728,12
관악구,2107,126.936455,37.475471,25
관악구,2108,126.943199,37.483341,20
관악구,2109,126.935829,37.486225,15
관악구,2110,126.902031,37.483192,9
관악구,2111,126.953316,37.480869,10
관악구,2112,126.950645,37.481339,15
관악구,2113,126.9039,37.484661,10
관악구,2115,126.90284,37.479916,15
관악구,2116,126.950829,37.481705,9
관악구,2119,126.954697,37.484257,10
관악구,2122,126.960495,37.478058,20
관악구,2127,126.919479,37.464886,10
관악구,2128,126.952583,37.479164,12
관악구,2129,126.958145,37.469055,10
관악구,2130,126.958763,37.47197,15
관악구,2135,126.928909,37.484409,9
관악구,2136,126.929916,37.484577,10
관악구,2137,126.936531,37.484901,10
관악구,2139,126.937019,37.471165,10
관악구,2140,126.931862,37.478428,12
관악구,2141,126.933411,37.472294,12
관악구,2143,126.9422,37.470695,10
관악구,2144,126.916756,37.477776,15
관악구,2145,126.942924,37.486359,12
관악구,2148,126.963394,37.477028,10
관악구,2153,126.920563,37.485142,10
관악구,2156,126.909325,37.480721,12
관악구,2157,126.915237,37.4818,10
관악구,2159,126.959229,37.47509,10
관악구,2160,126.951591,37.478855,15
관악구,2164,126.932877,37.484768,8
관악구,2165,126.965363,37.476482,10
관악구,2167,126.964958,37.476295,12
관악구,2169,126.942131,37.482189,7
관악구,2170,126.912033,37.481529,10
관악구,2171,126.952003,37.481548,17
관악구,2172,126.944511,37.469406,20
관악구,2173,126.927467,37.48975,10
관악구,2174,126.928482,37.488564,10
관악구,2175,126.928703,37.487301,10
관악구,2176,126.916382,37.488991,15
관악구,2177,126.913017,37.487129,19
관악구,2178,126.948807,37.46682,15
관악구,2179,126.946159,37.482189,10
관악구,2180,126.927788,37.487511,10
관악구,2183,126.933922,37.471828,20
관악구,2184,126.945923,37.489491,10
서초구,2201,127.051483,37.453281,20
서초구,2202,127.054375,37.448936,20
서초구,2203,127.055016,37.447659,20
서초구,2205,127.05938,37.453751,15
서초구,2206,127.062309,37.454399,20
서초구,2207,127.064926,37.454407,9
서초구,2210,127.013107,37.505096,15
서초구,2211,127.012314,37.502636,10
서초구,2212,127.017929,37.500961,20
서초구,2213,127.002258,37.502232,20
서초구,2214,126.99749,37.504116,15
서초구,2215,126.995476,37.501713,10
서초구,2217,127.005959,37.513046,20
서초구,2219,127.003944,37.506199,20
서초구,2220,126.98616,37.500614,10
서초구,2221,126.994682,37.485611,15
서초구,2222,126.982033,37.478069,10
서초구,2223,126.983009,37.47261,20
서초구,2225,126.995247,37.473759,15
서초구,2226,127.001389,37.475182,15
서초구,2227,126.992523,37.489052,15
서초구,2228,126.986725,37.489586,20
서초구,2229,126.984962,37.487011,10
서초구,2230,126.982628,37.485828,20
서초구,2231,127.024963,37.496914,15
서초구,2233,127.022957,37.491112,20
서초구,2235,127.002701,37.482159,15
서초구,2237,127.01487,37.484558,20
서초구,2239,127.013786,37.494217,10
서초구,2241,127.041702,37.485378,10
서초구,2242,127.03418,37.48399,20
서초구,2243,127.036728,37.481491,15
서초구,2244,127.03891,37.477852,20
서초구,2245,127.03051,37.473614,20
서초구,2246,127.029007,37.4692,15
서초구,2247,127.026619,37.462639,25
서초구,2248,127.024742,37.459953,10
서초구,2249,127.019348,37.456234,10
서초구,2250,127.016289,37.455799,10
서초구,2251,127.034477,37.467506,10
서초구,2252,127.036041,37.463322,25
서초구,2255,127.038857,37.47044,25
서초구,2256,127.040359,37.46769,10
서초구,2257,127.046112,37.462688,10
서초구,2258,127.050591,37.471539,20
서초구,2259,127.011177,37.512989,15
서초구,2262,127.00959,37.516598,20
서초구,2263,127.02684,37.471928,20
서초구,2264,126.982574,37.488556,9
서초구,2265,126.982994,37.494106,25
서초구,2266,127.008163,37.49054,15
서초구,2268,127.02227,37.502319,10
서초구,2269,127.016052,37.510349,10
서초구,2270,127.057739,37.448967,10
서초구,2271,126.994293,37.487865,8
서초구,2272,127.010582,37.487309,10
서초구,2273,127.038269,37.477829,10
서초구,2274,127.039612,37.46965,10
서초구,2275,127.048798,37.461578,10
서초구,2276,127.038902,37.474388,15
서초구,2277,127.015282,37.51487,10
서초구,2279,127.014183,37.493618,10
서초구,2280,127.010971,37.484161,10
서초구,2281,126.986282,37.475979,7
서초구,2282,127.005836,37.477203,15
서초구,2283,126.989166,37.486526,10
서초구,2284,126.986801,37.468102,10
서초구,2285,127.022652,37.457424,15
서초구,2286,127.055885,37.458549,10
서초구,2287,127.067101,37.45562,10
서초구,2288,127.064453,37.455608,10
서초구,2289,126.988525,37.464298,10
서초구,2290,126.999413,37.499413,10
서초구,2292,127.027016,37.488243,15
서초구,2293,127.036995,37.484798,10
서초구,2294,127.046242,37.475906,15
서초구,2297,127.015923,37.485672,10
서초구,2298,127.021606,37.502411,12
서초구,2299,127.028061,37.486469,12
강남구,2301,127.02179,37.524071,10
강남구,2302,127.024277,37.505581,10
강남구,2303,127.021477,37.511517,15
강남구,2304,127.035835,37.512527,10
강남구,2305,127.034508,37.520641,10
강남구,2306,127.028717,37.527122,30
강남구,2307,127.038559,37.528614,10
강남구,2308,127.035599,37.529301,14
강남구,2309,127.049385,37.518902,10
강남구,2310,127.040176,37.523613,10
강남구,2311,127.043022,37.517773,10
강남구,2312,127.056328,37.52058,10
강남구,2313,127.052467,37.525116,10
강남구,2314,127.061035,37.521275,10
강남구,2315,127.061119,37.514248,10
강남구,2316,127.063408,37.509575,10
강남구,2317,127.0662,37.515888,10
강남구,2318,127.055031,37.513577,15
강남구,2319,127.05468,37.506607,10
강남구,2320,127.056969,37.491928,10
강남구,2321,127.069443,37.496117,10
강남구,2322,127.063103,37.508091,15
강남구,2323,127.067207,37.502213,10
강남구,2324,127.066223,37.500439,10
강남구,2325,127.059319,37.49865,10
강남구,2326,127.0588,37.502396,10
강남구,2327,127.031464,37.490551,15
강남구,2328,127.042641,37.503586,10
강남구,2329,127.04319,37.502357,10
강남구,2330,127.039459,37.492199,10
강남구,2331,127.044601,37.498051,20
강남구,2332,127.049088,37.503998,8
강남구,2333,127.034073,37.485157,15
강남구,2334,127.045898,37.493759,15
강남구,2335,127.046761,37.486767,10
강남구,2336,127.047462,37.494236,10
강남구,2337,127.071976,37.492077,15
강남구,2339,127.052299,37.483261,10
강남구,2340,127.045174,37.477509,15
강남구,2341,127.084938,37.483311,10
강남구,2342,127.079514,37.494007,10
강남구,2343,127.107727,37.465317,10
강남구,2344,127.101196,37.465061,10
강남구,2347,127.0354,37.518639,15
강남구,2348,127.056854,37.507233,20
강남구,2349,127.037849,37.5014,10
강남구,2350,127.047905,37.494823,10
강남구,2351,127.089027,37.483879,15
강남구,2352,127.035027,37.51759,10
강남구,2353,127.040474,37.516811,10
강남구,2354,127.056763,37.519787,5
강남구,2355,127.062309,37.509121,20
강남구,2356,127.047119,37.51807,10
강남구,2357,127.04277,37.501949,15
강남구,2358,127.053917,37.481384,10
강남구,2359,127.050377,37.475605,10
강남구,2360,127.041389,37.492809,15
강남구,2361,127.028259,37.526844,10
강남구,2362,127.022453,37.517635,10
강남구,2363,127.027466,37.51918,15
강남구,2364,127.031898,37.52124,10
강남구,2365,127.038475,37.5233,15
강남구,2368,127.041298,37.489342,10
강남구,2369,127.052872,37.505428,20
강남구,2370,127.054298,37.496552,20
강남구,2371,127.035133,37.514748,10
강남구,2372,127.063797,37.494499,10
강남구,2373,127.065575,37.489277,20
강남구,2375,127.100998,37.48735,10
강남구,2376,127.100517,37.486778,20
강남구,2377,127.102753,37.486835,10
강남구,2380,127.049347,37.511696,15
강남구,2381,127.034523,37.506367,8
강남구,2382,127.050468,37.501343,11
강남구,2383,127.094887,37.466328,10
강남구,2384,127.105942,37.476028,10
강남구,2385,127.030151,37.51395,10
강남구,2386,127.040909,37.509586,10
강남구,2387,127.096077,37.472454,10
강남구,2388,127.051613,37.516785,10
강남구,2389,127.067238,37.48616,15
강남구,2390,127.064774,37.479568,10
강남구,2391,127.064278,37.479328,10
강남구,2392,127.05545,37.474579,15
강남구,2393,127.051338,37.472,10
강남구,2394,127.055397,37.479092,10
강남구,2395,127.055733,37.47929,10
강남구,2396,127.051048,37.485741,15
강남구,2398,127.039452,37.50811,10
강남구,2401,127.082672,37.486561,15
강남구,2403,127.074539,37.48872,15
강남구,2404,127.073158,37.49181,10
강남구,2405,127.05085,37.518711,20
강남구,2406,127.023643,37.51757,10
강남구,2407,127.030113,37.49847,10
강남구,2408,127.113274,37.477341,14
강남구,2409,127.030746,37.492062,10
강남구,2410,127.033752,37.499599,10
강남구,2411,127.112228,37.472969,15
강남구,2412,127.088211,37.491791,15
서초구,2501,127.05706,37.450661,10
서초구,2502,127.008553,37.491951,9
서초구,2503,127.021362,37.503811,10
서초구,2504,127.019302,37.515881,10
서초구,2505,127.029533,37.493259,12
서초구,2506,126.990677,37.479092,10
서초구,2508,127.042259,37.482979,10
서초구,2509,126.992462,37.498371,16
송파구,2601,127.098831,37.506748,10
송파구,2603,127.130341,37.480801,10
송파구,2604,127.111282,37.531311,10
송파구,2605,127.12709,37.471298,15
송파구,2606,127.143227,37.481739,10
송파구,2607,127.127113,37.47065,15
송파구,2608,127.106194,37.514359,10
송파구,2609,127.135201,37.520489,10
송파구,2610,127.106377,37.510441,10
송파구,2611,127.11618,37.536331,7
송파구,2612,127.109299,37.489071,10
송파구,2613,127.090492,37.516781,8
송파구,2614,127.117233,37.501862,15
송파구,2615,127.120781,37.48835,15
송파구,2616,127.140106,37.496078,20
송파구,2617,127.138031,37.496181,15
송파구,2618,127.087563,37.504711,15
송파구,2619,127.096443,37.502338,11
송파구,2620,127.112312,37.509979,15
송파구,2621,127.116257,37.516659,15
송파구,2622,127.130592,37.516258,10
강서구,2701,126.827316,37.565201,15
강서구,2702,126.819443,37.56918,20
서대문구,3100,126.952156,37.557629,8
서대문구,3101,126.936096,37.578381,15
서대문구,3102,126.931725,37.567966,10
서대문구,3103,126.94677,37.5867,8
서대문구,3104,126.956207,37.558128,13
서대문구,3105,126.93853,37.597149,12
서대문구,3106,126.926147,37.574909,7
서대문구,3107,126.933327,37.56974,7
광진구,3500,127.079697,37.557587,10
광진구,3501,127.083,37.539501,10
광진구,3502,127.084297,37.565659,15
광진구,3503,127.108955,37.550488,20
광진구,3504,127.076599,37.538052,8
광진구,3505,127.068398,37.535221,12
광진구,3506,127.061096,37.537014,10
광진구,3507,127.078003,37.545952,25
광진구,3508,127.067879,37.548222,10
광진구,3509,127.073196,37.553417,20
광진구,3510,127.08625,37.568649,10
성동구,3511,127.035103,37.55125,10
성동구,3513,127.029198,37.56461,10
성동구,3514,127.023697,37.566261,10
성동구,3515,127.042084,37.542816,20
광진구,3516,127.093246,37.543705,10
광진구,3517,127.082275,37.562527,10
광진구,3518,127.07914,37.556862,8
성동구,3519,127.051308,37.562607,10
광진구,3520,127.084084,37.542519,10
광진구,3521,127.096619,37.543427,10
성동구,3522,127.048851,37.561245,9
광진구,3523,127.08017,37.541718,10
광진구,3524,127.073822,37.550236,15
성동구,3525,127.02507,37.546089,15
성동구,3527,127.024391,37.56179,8
광진구,3528,127.110512,37.550598,8
광진구,3529,127.075928,37.549789,15
성동구,3530,127.02636,37.560146,15
성동구,3531,127.024841,37.554779,15
성동구,3532,127.026779,37.56068,15
광진구,3533,127.070618,37.539139,10
광진구,3534,127.069283,37.540138,12
광진구,3535,127.087517,37.559158,10
광진구,3536,127.080742,37.531811,10
광진구,3537,127.093758,37.548489,15
성동구,3538,127.044762,37.550892,14
강동구,3539,127.132843,37.56382,10
광진구,3541,127.089958,37.54504,17
광진구,3542,127.089958,37.54504,17
